Year,Area (ha)
1,3280.941189109629
2,7687.689520957837
3,28754.099918692576
4,12105.932718466027
5,8204.958475657
6,14994.209296630692
7,56462.78012182871
8,11072.161133445032
9,29312.597124892207
10,19426.782759994992
11,13900.894307490991
12,20732.82939628208
13,8646.361317000288
14,30528.21748465411
15,42276.889778407916
16,93791.43676336556
17,8224.72964459217
18,7718.035966300188
19,11458.158722307207
20,11037.446639151889
21,3651.2291282364968
22,3088.210608210607
