Year,Area (ha)
1,13093.035148907498
2,20800.036044174103
3,42730.553809788515
4,28601.141572977092
5,18240.58925632264
6,32678.293790134765
7,81392.76813275868
8,20995.21886308059
9,55097.496611173854
10,30978.049894148047
11,28475.31111021916
12,46710.91925808915
13,17113.096199953932
14,64669.424511115845
15,86931.76073211506
16,198721.55161612856
17,19448.00994524709
18,20238.78007021608
19,32839.29854181224
20,22924.210585700937
21,8792.959170383918
22,7423.614140529197
