Year,Area (ha)
1,1189.948493121275
2,5959.934579824892
3,17583.159573009423
4,4896.352976525679
5,3431.6771941308484
6,3176.337911603795
7,21625.980458062615
8,3247.2229165070135
9,4459.854611197318
10,1474.4081019869482
11,2491.550448019836
12,4826.081031124326
13,1960.411022090962
14,5008.9260275557635
15,11282.517175022682
16,63067.88319492944
17,3034.1847396086914
18,1814.8860228355975
19,3445.011238296427
20,2098.1195126975394
21,1139.5243490928233
