Year,Area (ha)
1,97139.20143817845
2,146937.2584503499
3,93836.4966367526
4,132577.5657381502
5,109583.38973679887
6,145025.20249646858
7,207241.2395135557
8,149919.86955936413
9,312787.78569544456
10,237378.09513870627
11,314937.1723089856
12,329513.88808484573
13,279890.9361928947
14,376180.3605290496
15,445964.3105669175
16,282637.5193936906
17,243395.27414951785
