Year,Area (ha)
2000,143754.17688422557
2001,14212.941593940608
2002,11542.147874062795
2003,10279.705094845904
2004,9012.051309863155
2005,8424.357144887172
2006,5137.668522947555
2007,8485.89299238694
2008,4129.64543700492
2009,6368.768635131564
2010,5145.63829647181
2011,4295.018237633185
2012,4836.119880467377
2013,5090.462941303898
2014,6066.300403398586
2015,8347.035015214364
2016,5526.808041756793
2017,8922.6212550285
