Year,Area (ha)
1,311796.2385836145
2,330320.5977568632
3,223128.21670977824
4,502885.58256370394
5,466805.11506796564
6,623756.9303786046
7,589926.6977844642
8,703518.1172795855
9,1014604.8161222282
10,598102.9190959713
11,797281.2000409896
12,1083522.742981273
13,638005.2761587779
14,1004898.8580886908
15,803167.8740103415
16,935714.0204490211
17,680555.7437398933
18,688071.9298652043
19,609419.2311760343
20,440262.85719956673
21,355237.63488581625
