Year,Area (ha)
1,15435.91866772491
2,25579.371288281178
3,57594.487962272746
4,34021.50715872246
5,22404.412760556577
6,39765.49152901518
7,117407.56162935964
8,24144.735421477762
9,63608.67830801276
10,35104.40013633044
11,32477.74670058696
12,54433.62980309106
13,20018.6917090463
14,82567.1602410201
15,124378.27806288557
16,320207.95137627603
17,23511.44495605052
18,26435.66214751206
19,47301.75535301219
20,28575.62297121193
21,10984.49362467824
22,9570.70178093826
