Year,Area (ha)
1,8721.537738416559
2,7788.078014388335
3,3720.1216897586487
4,6635.219621129933
5,5903.149943464584
6,7364.070736410487
7,5421.43843987363
8,8368.798627530596
9,8089.856554181713
10,13134.876459909818
11,8318.374483502144
12,13959.134960168218
13,9419.582613728362
14,11243.204734465546
15,6308.535539073261
16,8189.09556104622
17,7404.072868907222
18,10341.394207221138
19,7354.415049256103
20,6359.879272354512
21,7676.424552611049
