Year,Area (ha)
1,262298.96388954594
2,271073.0714802475
3,186860.45953621998
4,426977.93442657526
5,397769.78731431346
6,540745.9916906715
7,519337.7239882089
8,617716.9915337862
9,901545.3023774131
10,539363.1593517758
11,710965.2575784987
12,960228.8905447503
13,563634.1850306378
14,874964.65165771
15,683754.6882206284
16,787068.0119020961
17,592581.5519572935
18,611761.3483704744
19,528829.5709907197
20,372713.43241356144
21,285975.9349111002
