Year,Area (ha)
1,230044.67737738905
2,245883.29950540198
3,170145.92864491648
4,395712.5128909277
5,367645.8825711398
6,504342.5951023255
7,480799.8841116798
8,579288.046351276
9,852284.8219159401
10,508964.9104815172
11,673713.2333746951
12,906806.8855521753
13,529816.2136265348
14,809598.4850227238
15,625990.6126736521
16,714589.512088653
17,545105.6877057515
18,565777.4410491602
19,479779.4465708244
20,332358.9439681289
21,232028.69119030185
