Year,Area (ha)
1,327994.1902121585
2,343856.1086012423
3,232350.93059097
4,518302.1898571201
5,482992.33815522696
6,643736.233014656
7,614809.4035813127
8,725174.0610208017
9,1044851.7159279636
10,614125.5357069816
11,818671.5357530225
12,1116976.48040883
13,657643.1046522901
14,1046692.810244504
15,835537.9521359133
16,974375.7749773648
17,701440.9184223891
18,703947.4888282046
19,625282.5289489973
20,455815.870232148
21,385651.44014093466
