Year,Area (ha)
1,2311.8473815354623
2,5161.347946207122
3,18799.54625714867
4,8869.514975679393
5,5908.284316792714
6,11507.510012207395
7,37449.122833653455
8,8611.953352458077
9,22083.092949141228
10,15547.725394377663
11,10677.120916930337
12,15625.047524050471
13,6078.868123186839
14,19701.433416830812
15,24082.893044227065
16,45923.137798191754
17,5944.837989591455
18,5238.89997319313
19,7452.504569554618
20,7512.277870986521
21,2146.014786280797
22,1627.2131828269692
