Year,Area (ha)
1,98360.64586320809
2,148382.85275574916
3,94318.51467009449
4,132437.2517446607
5,107412.46940825478
6,138618.42417222136
7,195343.44049597307
8,138653.8283584541
9,287929.2957489197
10,209821.76022178377
11,279880.74407867616
12,285202.9435116853
13,237686.84723033337
14,324357.5212470913
15,397431.37846928363
16,247038.38023935462
17,215455.85367636706
