Year,Area (ha)
1,66931.99723518878
2,107621.8292281419
3,64201.12368412814
4,84425.72675336356
5,52797.680522362454
6,59926.25977761879
7,60474.10507497351
8,36003.52852825416
9,71071.68152153677
10,41751.114623120324
11,57858.716607576804
12,54077.442232507055
13,41840.46804551725
14,62105.3031445626
15,96266.5878697104
16,54619.386832156306
17,65874.16306471957
