Year,Area (ha)
1,22627.71968411113
2,57835.72687625684
3,61047.54560653111
4,132511.96837145058
5,129371.87760289459
6,156058.74088129608
7,172326.19813086404
8,200173.04661923312
9,312281.78170909215
10,192313.9303350661
11,245206.71171265547
12,335422.2490340762
13,184240.39649012155
14,270823.9394251768
15,193843.97358684737
16,202021.26775248267
17,162444.59855004214
18,182020.27813655275
19,151852.38637412022
20,95639.73452905274
21,43358.55663701212
