Year,Area (ha)
1,80369.26529439386
2,120525.50562341063
3,77959.55828987308
4,110127.78657445557
5,91603.04423901821
6,120934.1097814041
7,178596.34081863295
8,131807.63963624465
9,278909.96435747185
10,215716.40396465998
11,284614.7129196452
12,302172.73705307813
13,256886.41481244937
14,350733.1035634205
15,416587.11229701625
16,267438.0884288104
17,232138.4288411358
