Year,Area (ha)
1,7418.249869887866
2,18166.179159283678
3,21639.314502228193
4,45506.94702886265
5,43536.956952055036
6,47878.03128476588
7,55964.59264412506
8,64430.6378351391
9,111589.62695665428
10,73529.36043207852
11,91962.0672097983
12,126242.59200805899
13,68454.53050807219
14,95869.47857737691
15,62984.507102675714
16,69311.05126461628
17,59546.6993135262
18,70265.2783792702
19,57775.723677511734
20,30199.61759165408
21,7037.8464489802145
