Year,Area (ha)
1,8246.110094719726
2,5935.488832187998
3,2335.3735399195552
4,6923.051057255867
5,6038.176298750499
6,6833.084575357079
7,4433.5696850548275
8,7099.075766729049
9,4822.555938988598
10,11671.043634330053
11,6970.333271337257
12,13323.162359420314
13,11047.178958743996
14,18883.995203530652
15,16817.83141736786
16,14494.335905296954
17,19591.772398434572
18,20804.02093093621
19,23399.101802333615
20,17200.916973596173
21,15402.506924873216
