Year,Area (ha)
1,40946.09086473296
2,60202.51971564701
3,40487.982151963835
4,57724.91637129462
5,48973.721879475306
6,63075.23990895183
7,97199.35790179903
8,74205.56506263636
9,163327.5574976042
10,132549.2117361889
11,173485.18711914108
12,194559.72055527553
13,172564.67827708978
14,244877.42212771586
15,298828.65073527634
16,205078.13569366038
17,189941.84985747232
