Year,Area (ha)
2000,6.1305950186567495
2001,1.4560163169309779
2002,5.287638203591446
2003,6.7436545205224245
2004,14.177000980643733
2005,19.31137430876876
2006,119.92976505247266
2007,243.23135736520652
2008,60.156463620569355
2009,845.5623179482321
2010,134.33666334631602
2011,125.9837276333962
2012,177.78725554104574
2013,127.28647907486075
2014,226.6787508148333
2015,861.6551298722061
2016,662.1808944526622
2017,3942.5090240604222
