Year,Area (ha)
2000,666873.7617974898
2001,98872.64286828203
2002,149003.90850254055
2003,94743.13910200201
2004,133444.60297848468
2005,110131.82531705928
2006,145630.9713590435
2007,207645.65814567023
2008,150110.7077674381
2009,313045.201981099
2010,237602.70433648667
2011,315057.63713979395
2012,329820.3036563856
2013,280231.7071604556
2014,376698.40405247227
2015,446991.689315281
2016,283483.4476027276
2017,243829.95291596098
