Year,Area (ha)
1,73.567140223881
2,157.70955685494488
3,256.02897446665247
4,337.4126233393208
5,312.4304486382946
6,270.51250519822906
7,395.65327601655997
8,428.1454296154407
9,611.5268531110107
10,498.4940074545269
11,535.3542100042006
12,709.6163734095187
13,317.0283949022871
14,612.3698099260761
15,498.80053720545976
16,585.6250891571859
17,552.8264058073723
18,611.2203233600779
19,601.0282091415611
20,247.062979251867
21,20.61412575023332
