File,Area (ha)
../../08_data_processed/combined/LAEA_borneo_cropland_2003_deforestation.tif,1678.5569161082208
../../08_data_processed/combined//LAEA_borneo_cropland_2007_deforestation.tif,2365.2601906355108
../../08_data_processed/combined//LAEA_borneo_cropland_2011_deforestation.tif,5410.25010396459
../../08_data_processed/combined//LAEA_borneo_cropland_2015_deforestation.tif,14884.318380921279
../../08_data_processed/combined//LAEA_borneo_cropland_2019_deforestation.tif,33112.41654989342
