Year,Area (ha)
1,859.1262594270102
2,2457.2957483530913
3,2812.870259435183
4,2711.0257496877475
5,1803.0846274246833
6,2103.86694552753
7,3146.1447311369107
8,2254.373053235553
9,3174.7286304113977
10,861.7317623099393
11,1920.9453166583592
12,3946.493910822549
13,1670.4338777084977
14,3584.7888047218007
15,4153.554757577681
16,6378.7308520368815
17,2213.681228799219
18,1513.2607479176854
19,2041.6414060881639
20,1362.9845375228617
21,936.8315512884845
