Year,Area (ha)
1,16475.284420700416
2,22645.498409665233
3,14722.394039990984
4,19551.233838873704
5,15179.506531069577
6,15034.977753504745
7,19260.413737676176
8,11114.15570932282
9,24204.508722909646
10,16584.179114719307
11,21699.317700973297
12,21287.341715719565
13,19642.80960196489
14,30464.076134271385
15,50240.22617789206
16,45399.89151334936
17,57380.22366637064
