Year,Area (ha)
1,3853.3854989766996
2,12197.278584244003
3,11674.721991341246
4,28001.875909903367
5,40278.162537450306
6,68259.19442429024
7,123327.41744424996
8,97593.70842637413
9,203804.88774072312
10,172113.77301346758
11,226222.63454544524
12,247736.3484822287
13,214324.9887927381
14,279804.80133288255
15,299694.21411947295
16,185324.51558673327
17,156393.24147200154
