Year,Area (ha)
1,34676.5612364659
2,85607.47557564738
3,85342.17407621501
4,176576.53965729877
5,175436.2489838286
6,208246.88699392858
7,230775.44430361295
8,261645.82562274582
9,393542.5887840742
10,237593.20239142337
11,305052.50743065437
12,433903.59098671406
13,236177.87789892874
14,369055.9194254308
15,275499.51434859313
16,283492.7373987933
17,213433.21711483673
18,221083.51000618076
19,182774.9543833494
20,126886.45774989341
21,82599.80565949438
