Year,Area (ha)
1,8594.097994466238
2,12755.69915800591
3,27526.984693270693
4,16213.508013403787
5,9914.168366858505
6,17487.13912852973
7,38503.58517686241
8,10714.517546544144
9,26632.37761517321
10,15665.049656547206
11,13742.878220885113
12,22016.95915537747
13,8007.093521429854
14,28461.747168740385
15,40641.706822056694
16,105362.47506645379
17,10178.933439226743
18,11127.796283239342
19,15565.427487494035
20,11674.338829152592
21,5545.7362538769
22,4814.5861654643495
