Year,Area (ha)
1,6733.462406303907
2,16513.064212502886
3,19733.695673116476
4,41712.875036691454
5,40265.74808253753
6,44487.50570969777
7,51579.99108678176
8,59685.32739338558
9,105023.75969167291
10,69227.75180480028
11,87339.75183060658
12,119420.61913617322
13,65223.01724130049
14,89644.24249811965
15,57733.958998947135
16,63258.468067571936
17,54391.711859650946
18,64832.88150080072
19,53920.34573515398
20,28000.036731397773
21,5537.153420850776
