Year,Area (ha)
1,76214.48441781245
2,76298.24367225484
3,59082.15347598749
4,132342.2275218715
5,121235.12199682015
6,158219.23919830844
7,164489.2286212019
8,199196.74936251203
9,314312.6945738977
10,194926.63666714213
11,259024.84298739457
12,357295.52236870385
13,199637.99893897984
14,297550.72820363735
15,218068.17684625444
16,250023.21368906315
17,205307.5732122336
18,216573.84431045686
19,162360.30286853563
20,102415.49804098539
21,56967.94115136598
