Year,Area (ha)
1,14760.250464231189
2,16411.67949738185
3,15820.153710519207
4,28247.09971064964
5,26290.980105071736
6,32312.83369458506
7,37613.269515277956
8,41471.71275514505
9,69309.28871854841
10,43287.90152942211
11,56925.71667817498
12,78865.66023363055
13,38500.97967397945
14,59154.80102695857
15,40558.02420005199
16,47405.745571016116
17,38339.131965486915
18,38987.902183336264
19,28455.769838597167
20,14822.629268546021
