Year,Area (ha)
1,10.575276407182892
2,66.2870586392261
3,121.53904624487005
4,215.79694465671759
5,340.78445059958204
6,865.1035895702005
7,1708.9033614505688
8,2384.954727132942
9,3675.98140562432
10,3685.253930590038
11,6597.89962395386
12,10485.846352348237
13,7210.652596068602
14,11547.818674455053
15,12370.697790834254
16,7618.720326997942
17,7135.322909776857
