Year,Area (ha)
2000,59472.44248136273
2001,5945.221151780116
2002,5759.234225401617
2003,4559.170250499558
2004,7098.692604540383
2005,7620.712770379006
2006,3784.339672579078
2007,6824.425109893227
2008,2279.585125249779
2009,6117.031077177971
2010,5780.308145778249
2011,3995.0022439076706
2012,3128.825800209205
2013,3660.8081829531448
2014,7246.133414739078
2015,16300.255932917764
2016,30920.192403659446
2017,8110.853842120612
