Year,Area (ha)
1,3986.036248692889
2,9760.52032920342
3,37963.86291790742
4,14431.114144167068
5,10032.642115594046
6,18377.60805498962
7,81393.22792738507
8,13006.287229393505
9,34163.813595593034
10,21789.820609936236
11,15796.780817010593
12,23585.0120962744
13,10369.748209182435
14,38985.75647507977
15,59731.613385776494
16,156434.08656131348
17,9993.712837225576
18,9449.39263200659
19,14592.118895844542
20,13036.633674735856
21,4663.313733378994
22,4128.189420687992
