Year,Area (ha)
1,260524.53979383348
2,255826.51156616135
3,168215.7108032924
4,382689.90295229707
5,338715.4514132231
6,434143.68041413225
7,418216.08802591107
8,491210.47741017403
9,651937.2066035508
10,397118.9480206453
11,514500.37798873783
12,714944.1670104824
13,415573.3417782436
14,694647.45281734
15,560558.38887734
16,680682.4937919041
17,502798.7580117522
18,505563.5797327287
19,450870.01270084665
20,329520.78500424174
21,302980.5195792239
