Year,Area (ha)
1,94180.3463848615
2,94521.82052740069
3,63918.50325376807
4,178330.04309751006
5,178016.84632449443
6,282733.08004354395
7,241600.46582536836
8,264502.7595338776
9,387553.84040766157
10,195714.49475947727
11,186286.6358424737
12,157115.96199226344
13,47494.562566348905
14,27864.473949047722
15,7426.143010974387
16,8522.599930061146
17,22951.415101096205
18,58265.78811681561
19,75327.31068617507
20,60923.86085202971
21,64185.337401955105
