Year,Area (ha)
1,356680.93021808355
2,377858.1511207805
3,254616.40874191624
4,557011.0733346697
5,515664.9611449694
6,681036.4590217938
7,649134.2219285832
8,767128.0217066018
9,1094371.0607640995
10,637698.3632456564
11,860131.5237451944
12,1178414.5449180496
13,692746.0487723036
14,1107714.9905141455
15,896986.59192154
16,1051740.0524909263
17,741325.0369650151
18,736593.137199865
19,658847.9964707694
20,485624.66239136265
21,424494.27711964195
