Year,Area (ha)
1,144824.27224473213
2,147369.0056045388
3,108297.57406407334
4,247723.55086512727
5,227674.74260805183
6,307423.59168655763
7,308522.6541085273
8,372433.6473833975
9,567932.1153009048
10,349040.90607339574
11,461802.9326949304
12,626087.2461776338
13,361777.67701928155
14,539248.6704898024
15,404321.9373729406
16,456528.62853550457
17,365188.7400876622
18,385918.9639810613
19,306593.20259128057
20,202785.52305399594
21,132815.20292756087
